,student_id,gender,grade,region,study_hours,attendance_rate,mid_score,final_score,join_dt
375,376,F,3,Gyeonggi,1.1,87.8,61.0,66.2,2024-05-08
376,377,F,3,Gyeonggi,24.2,97.2,,79.6,2024-12-29
377,378,M,2,Gyeonggi,10.8,80.2,62.3,50.4,2025-02-21
378,379,F,1,Busan,11.2,91.4,86.1,88.9,2024-05-27
379,380,M,2,Seoul,16.9,81.6,52.5,57.2,2024-10-31
380,381,F,2,Seoul,,95.3,71.7,52.9,2024-04-16
381,382,M,1,Seoul,,91.10000000000001%,74.1,60.2,2025-02-09
382,383,F,3,Busan,20.1,99.3,77.2,75.2,2024-08-26
383,384,F,1,Gyeonggi,0.0,86.7,65.6,66.8,2024-05-15
384,385,M,1,Daegu,13.4,98.2,77.8,63.7,2024-06-26
385,386,M,1,Gyeonggi,3.1,87.5%,83.9,81.1,2024-11-11
386,387,M,3,Seoul,14.3,87.6,60.2,81.4,2024-06-03
387,388,F,2,Etc,15.6,86.4,85.9,63.7,2025-02-15
388,389,M,2,Daegu,11.0,89.5,60.6,61.8,2024-10-13
389,390,F,1,Seoul,8.6,91.4,33.5,79.4,2024-09-26
390,391,F,2,Seoul,7.3,85.0,94.6,82.2,2024-03-31
391,392,M,3,Seoul,11.9,88.6,47.4,88.4,2025-01-13
392,393,M,1,Daegu,9.5,98.4,79.8,95.2,2025-02-18
393,394,F,3,Seoul,6.3,92.4%,,63.6,2024-12-16
394,395,M,3,Seoul,,100.0,,75.0,2024-06-25
395,396,M,1,Seoul,9.4,95.89999999999999,87.0,63.9,2024-08-16
396,397,F,2,Etc,28.6,94.19999999999999,86.2,71.7,2025-02-05
397,398,F,2,Seoul,9.9,92.30000000000001%,77.0,67.1,2024-08-22
398,399,M,1,Seoul,,96.8,62.5,100.0,2024-03-10
399,400,M,2,Busan,16.1,92.30000000000001,100.0,82.9,2024-07-19
400,401,F,1,Gyeonggi,23.4,95.0,95.1,89.7,2024-08-01
401,402,F,2,Seoul,7.0,96.6,45.8,95.8,2024-11-28
402,403,M,2,Gyeonggi,11.0,87.0,90.8,57.7,2024-10-11
403,404,F,1,Gyeonggi,7.8,100.0,35.4,80.2,2024-05-16
404,405,M,3,Gyeonggi,19.3,96.8,74.2,76.6,2024-12-07
405,406,F,2,Daegu,16.4,82.6,83.8,71.3,2024-05-01
406,407,F,1,Busan,15.9,100.0,49.1,78.8,2024-10-25
407,408,F,3,Etc,7.0,83.89999999999999,62.2,77.7,2025-01-26
408,409,M,3,Seoul,12.7,98.5,,27.4,2024-08-04
409,410,F,1,Gyeonggi,18.6,83.5,66.5,100.0,2024-06-29
410,411,F,3,Busan,21.6,83.0,96.7,,2025-02-27
411,412,F,2,Seoul,10.3,92.60000000000001,71.2,48.3,2024-03-03
412,413,F,3,Gyeonggi,15.4,100.0,64.4,87.2,2025-01-12
413,414,F,1,Gyeonggi,18.2,92.60000000000001,40.8,80.3,2024-08-19
414,415,M,1,Etc,,88.7,83.5,76.9,2024-04-16
415,416,M,1,Daegu,18.8,84.0,76.5,92.9,2024-08-18
416,417,F,2,Seoul,0.4,100.0,35.3,70.8,2024-11-19
417,418,F,1,Daegu,15.8,95.5,80.1,64.6,2024-09-26
418,419,F,2,Seoul,12.4,88.2%,76.7,61.7,2024-09-25
419,420,F,3,Daegu,,90.9,51.3,60.3,2024-04-12
420,421,F,2,Busan,25.1,100.0,55.8,78.7,2024-06-04
421,422,F,3,Daegu,16.7,100.0,44.2,89.9,2024-03-01
422,423,F,2,Gyeonggi,2.4,95.7,57.2,91.6,2024-09-19
423,424,F,3,Daegu,6.0,91.5,69.3,62.8,2024-06-07
424,425,F,1,Busan,16.4,87.7,83.9,72.6,2025-02-04
425,426,F,3,Seoul,16.7,87.5,62.6,79.4,2024-08-10
426,427,F,3,Gyeonggi,22.4,100.0,56.6,62.2,2024-07-13
427,428,F,1,Gyeonggi,17.5,93.10000000000001,88.5,49.4,2024-07-19
428,429,F,2,Etc,6.4,94.3,62.2,87.6,2024-12-01
429,430,M,2,Gyeonggi,25.6,100.0,51.3,80.1,2025-02-10
430,431,M,2,Etc,10.1,78.2,79.8,75.0,2024-09-29
431,432,F,3,Seoul,13.7,100.0,86.9,69.4,2024-07-04
432,433,F,2,Gyeonggi,8.0,85.39999999999999,82.5,94.9,2024-06-01
433,434,F,2,Gyeonggi,16.5,82.1%,85.1,80.0,2025-02-12
434,435,M,3,Seoul,21.3,83.3,91.9,84.0,2024-04-16
435,436,M,3,Seoul,20.7,81.6,62.3,62.1,2024-08-26
436,437,F,3,Seoul,12.4,97.89999999999999,,72.0,2025-02-21
437,438,M,2,Seoul,12.0,96.2,67.6,91.9,2024-06-26
438,439,M,2,Etc,16.7,99.2,73.1,79.3,2024-06-09
439,440,M,3,Busan,10.6,84.7,87.8,71.1,2024-12-30
440,441,M,1,Gyeonggi,18.2,96.0,,52.3,2024-07-10
441,442,F,2,Daegu,20.2,94.5,82.2,99.7,2024-10-05
442,443,M,3,Seoul,14.4,90.5,83.3,51.7,2024-11-13
443,444,M,2,Seoul,8.9,99.7,80.0,83.4,2024-12-17
444,445,M,3,Gyeonggi,11.8,86.9%,84.7,78.6,2025-01-10
445,446,M,1,Seoul,20.4,76.1,78.3,99.9,2024-05-13
446,447,F,1,Busan,30.0,99.4,60.8,76.0,2024-09-10
447,448,M,2,Seoul,16.9,97.3,61.7,79.4,2025-02-27
448,449,F,2,Etc,8.6,88.6,70.1,90.1,2024-05-06
449,450,M,2,Gyeonggi,7.9,92.10000000000001,,70.2,2024-04-10
450,451,F,2,Gyeonggi,12.4,91.5,94.6,37.4,2024-07-15
451,452,M,1,Gyeonggi,17.7,89.5,64.6,92.7,2024-10-04
452,453,M,2,Seoul,4.3,94.5,70.3,83.0,2024-12-11
453,454,M,1,Seoul,12.9,92.7,59.7,86.8,2024-09-14
454,455,M,3,Seoul,15.9,90.0%,65.4,65.3,2025-02-26
455,456,F,2,Gyeonggi,16.9,91.3%,86.8,76.4,2024-03-25
456,457,F,2,Daegu,12.6,81.89999999999999,67.0,36.4,2024-07-07
457,458,M,2,Busan,3.5,87.2,70.1,100.0,2024-11-26
458,459,F,1,Gyeonggi,21.1,87.4,96.3,86.1,2024-05-10
459,460,M,1,Etc,20.7,91.2,51.5,82.3,2024-05-25
460,461,F,2,Etc,13.1,92.7,83.1,81.9,2024-09-18
461,462,M,1,Gyeonggi,9.6,97.1%,78.9,82.1,2024-09-13
462,463,F,2,Busan,11.1,90.7,85.3,93.3,2024-10-01
463,464,F,1,Gyeonggi,10.3,87.5,63.3,89.9,2024-10-01
464,465,F,1,Busan,13.3,98.5,50.3,73.4,2025-01-24
465,466,M,1,Gyeonggi,,96.6,95.1,59.5,2024-04-17
466,467,F,1,Gyeonggi,,91.3%,40.5,78.9,2024-09-10
467,468,M,2,Seoul,2.8,85.5,68.1,64.4,2025-01-31
468,469,M,3,Busan,10.6,100.0,62.9,84.7,2024-03-30
469,470,M,3,Seoul,13.0,87.8,77.9,70.0,2024-10-24
470,471,M,1,Seoul,3.9,95.1%,44.4,69.9,2024-03-10
471,472,F,1,Gyeonggi,13.9,85.8,51.2,45.8,2024-06-08
472,473,F,2,Gyeonggi,18.5,96.2,51.3,79.0,2024-08-26
473,474,F,1,Seoul,9.1,89.7,75.6,88.2,2024-03-21
474,475,M,3,Etc,17.9,96.2,46.1,82.7,2024-12-18
475,476,M,3,Gyeonggi,6.9,89.3,44.2,76.0,2024-04-29
476,477,M,1,Seoul,14.8,100.0%,88.3,79.3,2024-07-09
477,478,F,1,Etc,5.5,91.8,82.9,80.0,2024-06-21
478,479,F,1,Gyeonggi,10.8,93.4,77.7,74.9,2024-05-03
479,480,F,1,Busan,4.6,96.1,34.5,76.0,2024-07-11
480,481,M,2,Gyeonggi,11.6,100.0,43.0,85.1,2024-10-10
481,482,M,3,Etc,15.3,90.4,52.6,52.8,2024-10-22
482,483,M,1,Gyeonggi,20.1,86.0,49.0,90.9,2024-04-28
483,484,M,1,Gyeonggi,7.3,91.8,75.9,99.4,2024-12-10
484,485,F,3,Seoul,9.5,80.60000000000001,63.9,94.2,2024-08-26
485,486,M,1,Etc,1.4,82.3,75.4,21.8,2024-09-28
486,487,F,1,Etc,15.5,100.0,58.7,67.1,2024-12-25
487,488,F,2,Busan,6.6,92.9,36.2,36.7,2024-05-21
488,489,M,2,Seoul,6.8,92.2,49.3,92.2,2024-03-28
489,490,F,1,Daegu,11.2,86.9,73.0,98.5,2024-03-03
490,491,M,3,Gyeonggi,19.3,80.10000000000001,91.1,48.8,2024-07-27
491,492,M,3,Etc,6.5,100.0,80.2,76.9,2024-10-29
492,493,F,3,Seoul,18.9,93.5,65.2,90.9,2025-01-18
493,494,M,3,Seoul,16.4,84.6,75.6,53.6,2024-12-06
494,495,M,2,Daegu,12.3,88.2,72.9,38.4,2024-11-22
495,496,M,1,Gyeonggi,17.4,87.2,70.9,64.8,2024-10-19
496,497,F,3,Gyeonggi,11.8,94.69999999999999,58.7,51.5,2024-03-18
497,498,M,1,Gyeonggi,5.2,100.0,66.4,62.6,2024-05-12
498,499,M,3,Etc,12.1,82.6,63.6,48.4,2024-12-14
499,500,M,1,Seoul,11.1,94.1,66.2,63.7,2024-04-01
500,501,M,2,Gyeonggi,5.1,88.9,47.6,45.3,2024-08-13
501,502,M,2,Seoul,18.2,84.2%,,100.0,2024-08-19
502,503,F,1,Daegu,7.3,85.8,55.2,55.7,2024-04-29
503,504,F,3,Gyeonggi,2.4,100.0,57.7,69.3,2024-07-12
504,505,M,2,Gyeonggi,6.6,80.80000000000001,63.1,75.9,2024-06-15
505,506,M,3,Gyeonggi,14.3,90.60000000000001,92.7,54.7,2024-04-15
506,507,F,2,Seoul,18.7,91.2,100.0,79.0,2025-02-17
507,508,F,1,Daegu,13.6,88.4,83.4,62.3,2024-07-04
508,509,F,2,Gyeonggi,13.0,97.7%,79.2,90.5,2024-08-16
509,510,F,1,Daegu,25.7,96.39999999999999,,59.6,2024-09-18
510,511,F,1,Gyeonggi,6.6,99.5,82.2,57.5,2024-03-06
511,512,F,1,Seoul,8.7,100.0,70.3,100.0,2024-06-30
512,513,M,2,Busan,10.4,99.9,83.9,88.5,2024-11-04
513,514,M,2,Etc,5.1,95.3,91.3,77.1,2024-08-20
514,515,F,3,Daegu,8.3,79.9,68.0,60.2,2024-03-05
515,516,M,2,Gyeonggi,22.7,88.2,84.9,49.8,2024-10-07
516,517,F,2,Busan,11.2,96.1,87.7,,2024-08-22
517,518,F,1,Daegu,14.1,95.7,92.2,62.4,2024-06-24
518,519,M,3,Seoul,5.9,83.5,94.2,43.0,2024-09-14
519,520,F,3,Seoul,11.0,88.5,82.5,89.7,2024-05-19
520,521,M,3,Etc,19.2,97.0,58.2,68.8,2024-05-22
521,522,F,1,Etc,8.7,89.9,66.8,54.5,2024-03-07
522,523,M,1,Busan,23.1,94.19999999999999,92.9,63.4,2024-08-24
523,524,M,2,Gyeonggi,14.4,94.1,45.1,54.7,2025-01-23
524,525,F,3,Etc,20.7,91.0,69.6,67.2,2024-04-06
525,526,F,3,Daegu,17.9,97.1,83.5,79.6,2024-05-21
526,527,F,1,Gyeonggi,16.7,88.6,72.5,44.1,2024-10-24
527,528,M,2,Etc,15.0,91.5,50.9,80.6,2024-07-08
528,529,M,1,Daegu,14.4,91.10000000000001,61.6,89.5,2024-07-07
529,530,F,2,Gyeonggi,19.6,83.1,89.3,64.7,2024-04-06
530,531,F,2,Gyeonggi,8.0,79.3,91.5,81.5,2024-10-01
531,532,F,1,Gyeonggi,14.8,88.6,44.9,77.5,2024-04-28
532,533,M,2,Gyeonggi,3.9,77.7,66.3,89.2,2024-10-06
533,534,M,1,Etc,21.8,100.0,47.9,52.9,2025-02-26
534,535,F,1,Gyeonggi,16.9,97.5%,71.9,,2024-05-13
535,536,F,3,Seoul,15.2,93.5%,55.0,96.7,2024-05-26
536,537,F,1,Seoul,8.8,94.0,71.6,56.0,2025-02-08
537,538,F,2,Seoul,12.0,82.0,56.0,38.0,2024-04-19
538,539,F,3,Etc,14.8,100.0,82.9,59.1,2024-03-09
539,540,M,2,Seoul,0.0,99.0,60.8,100.0,2024-10-28
540,541,F,2,Etc,15.1,91.5,58.4,71.3,2024-11-20
541,542,M,3,Gyeonggi,9.7,95.7%,55.2,66.9,2024-05-13
542,543,M,1,Gyeonggi,20.2,83.0,49.3,49.8,2024-08-03
543,544,M,2,Busan,16.7,88.9,49.2,73.1,2025-01-19
544,545,F,2,Seoul,16.0,93.4,54.0,76.7,2024-10-10
545,546,M,2,Gyeonggi,19.1,83.2,66.4,75.8,2024-07-17
546,547,F,1,Gyeonggi,17.3,83.89999999999999,50.8,82.2,2024-08-27
547,548,F,2,Seoul,25.8,86.0%,58.0,62.7,2024-08-12
548,549,F,2,Busan,15.3,89.4,85.6,78.1,2024-12-02
549,550,M,2,Busan,20.7,100.0,88.2,76.3,2024-07-29
550,551,M,3,Gyeonggi,21.8,94.8,47.1,91.4,2024-12-27
551,552,M,3,Gyeonggi,11.9,94.69999999999999,90.6,79.5,2024-09-16
552,553,F,3,Seoul,18.2,80.80000000000001,72.7,87.9,2024-05-11
553,554,M,1,Seoul,15.9,88.5,79.1,92.1,2024-05-22
554,555,F,1,Busan,10.8,82.5,,,2024-09-13
555,556,F,1,Gyeonggi,18.1,94.0,76.3,48.6,2024-03-20
556,557,M,2,Busan,16.3,88.8,32.8,96.9,2025-01-26
557,558,F,1,Etc,28.2,100.0,67.0,69.0,2024-06-25
558,559,M,2,Gyeonggi,17.0,91.0,77.4,63.9,2024-10-17
559,560,M,2,Seoul,18.0,86.5,72.5,81.8,2024-11-03
560,561,M,1,Busan,20.3,100.0,68.6,58.7,2024-05-08
561,562,M,3,Seoul,15.1,91.8,45.6,74.0,2025-02-15
562,563,M,1,Etc,13.4,84.1,92.4,69.0,2024-04-06
563,564,M,1,Seoul,12.8,80.30000000000001,56.1,79.6,2024-03-25
564,565,F,1,Gyeonggi,3.4,91.10000000000001,60.6,83.6,2024-05-18
565,566,F,3,Gyeonggi,10.0,95.1,67.7,68.3,2025-01-27
566,567,M,2,Seoul,22.4,92.80000000000001,67.3,85.6,2024-12-07
567,568,F,2,Seoul,,87.2,70.2,51.9,2024-04-20
568,569,F,1,Daegu,11.1,91.9,49.1,82.7,2024-05-11
569,570,F,2,Busan,20.0,85.2,61.5,65.3,2024-08-25
570,571,F,3,Gyeonggi,21.3,85.8,63.0,79.9,2024-06-04
571,572,F,1,Seoul,13.5,78.8,62.6,76.4,2024-05-05
572,573,M,3,Busan,26.8,89.8,75.1,66.9,2024-04-10
573,574,M,1,Gyeonggi,13.7,96.5,69.7,65.0,2024-04-02
574,575,F,3,Gyeonggi,10.8,90.9,81.6,100.0,2024-03-19
575,576,M,1,Gyeonggi,14.0,91.3,82.0,79.0,2024-06-13
576,577,M,3,Seoul,13.9,100.0,60.6,40.4,2025-02-03
577,578,F,2,Seoul,15.4,100.0,68.5,58.1,2025-01-11
578,579,F,3,Daegu,12.5,87.8,52.4,100.0,2024-05-22
579,580,M,1,Seoul,18.4,93.10000000000001,73.4,71.8,2024-08-09
580,581,M,1,Etc,5.4,100.0,58.5,62.1,2025-01-24
581,582,F,1,Seoul,13.3,83.3,79.0,35.5,2024-05-10
582,583,F,1,Busan,11.2,80.60000000000001,44.1,75.0,2024-03-22
583,584,F,3,Gyeonggi,15.0,86.9,46.1,78.3,2024-04-21
584,585,F,2,Gyeonggi,0.1,88.8,68.7,67.6,2024-10-12
585,586,F,2,Seoul,14.8,100.0,79.4,64.8,2025-01-05
586,587,M,2,Gyeonggi,12.8,85.39999999999999,89.8,58.6,2024-09-29
587,588,M,1,Seoul,2.5,84.39999999999999,64.3,77.9,2024-12-01
588,589,M,2,Seoul,14.4,100.0,57.2,54.9,2024-03-01
589,590,F,1,Seoul,12.1,88.6,67.6,80.5,2024-06-26
590,591,F,3,Seoul,20.5,94.5,63.9,51.4,2024-11-24
591,592,F,3,Busan,13.3,94.39999999999999%,55.2,70.8,2024-10-07
592,593,F,1,Gyeonggi,15.4,98.1,65.5,59.0,2024-09-09
593,594,F,1,Seoul,18.9,92.80000000000001,70.3,100.0,2024-08-23
594,595,F,1,Seoul,,85.8,44.2,81.0,2024-10-26
595,596,F,2,Seoul,9.5,93.10000000000001,92.7,67.6,2024-03-06
596,597,M,3,Seoul,17.1,95.6,68.0,56.6,2024-08-07
597,598,M,1,Gyeonggi,12.9,91.4,69.3,51.7,2024-04-29
598,599,M,2,Etc,9.5,90.7%,60.9,72.2,2024-08-16
599,600,F,3,Seoul,13.8,100.0,66.6,87.0,2024-08-25
600,601,F,2,Gyeonggi,4.0,84.6,51.7,81.7,2025-01-27
601,602,F,1,Busan,,97.3,68.1,70.8,2024-07-14
602,603,F,2,Gyeonggi,4.0,94.0,77.7,68.4,2025-02-12
603,604,M,1,Seoul,11.8,97.2,61.2,90.0,2024-04-01
604,605,M,3,Seoul,4.1,89.2%,70.0,58.5,2024-09-26
605,606,M,2,Seoul,14.1,97.3,62.7,100.0,2025-02-14
606,607,F,2,Seoul,18.2,94.5,50.5,,2024-10-30
607,608,F,1,Etc,17.0,88.3,73.8,49.1,2024-06-14
608,609,M,1,Etc,4.2,81.0,94.0,,2024-10-01
609,610,F,1,Daegu,3.7,76.8,64.5,75.3,2024-07-02
610,611,F,2,Gyeonggi,8.3,91.10000000000001,78.4,71.3,2024-04-03
611,612,M,2,Busan,11.4,86.1,65.8,87.5,2025-01-17
612,613,M,3,Daegu,3.0,88.7,82.5,53.7,2024-12-13
613,614,F,2,Gyeonggi,8.0,86.5,60.9,91.4,2024-07-05
614,615,F,1,Seoul,8.0,90.9,73.3,,2024-09-29
615,616,F,3,Seoul,9.4,91.2,92.4,69.4,2024-10-16
616,617,F,2,Gyeonggi,0.0,98.6,75.5,68.3,2024-11-14
617,618,F,1,Seoul,3.3,85.8%,53.4,48.9,2025-02-11
618,619,M,3,Etc,8.8,95.39999999999999,73.5,83.9,2024-08-19
619,620,M,3,Gyeonggi,7.1,84.0,65.3,93.4,2024-12-24
620,621,F,2,Seoul,10.9,73.0,70.8,64.7,2024-12-20
621,622,M,2,Gyeonggi,9.2,95.0,79.2,57.0,2024-06-22
622,623,M,3,Seoul,12.6,84.8,75.3,76.1,2024-08-19
623,624,M,1,Gyeonggi,2.7,100.0,71.3,,2024-07-12
624,625,F,2,Daegu,10.7,87.0,62.0,42.3,2024-06-17
625,626,F,1,Gyeonggi,2.5,89.3,82.1,70.2,2024-06-13
626,627,F,3,Busan,15.3,81.39999999999999,70.0,88.7,2024-11-03
627,628,M,1,Gyeonggi,17.8,96.6,72.2,98.7,2024-04-10
628,629,F,1,Seoul,6.8,96.3,67.6,77.3,2024-06-19
629,630,F,2,Seoul,11.3,94.3,70.5,74.1,2025-02-11
630,631,M,1,Gyeonggi,14.7,96.5%,62.7,,2024-06-18
631,632,M,3,Daegu,9.9,83.0,,67.8,2024-07-25
632,633,M,2,Gyeonggi,12.6,93.30000000000001,77.5,50.8,2025-01-08
633,634,M,2,Gyeonggi,7.1,86.0,90.0,59.2,2024-11-14
634,635,M,3,Busan,21.3,100.0,83.0,61.0,2024-07-02
635,636,M,1,Daegu,11.4,88.6,72.2,74.0,2024-07-30
636,637,F,3,Gyeonggi,10.2,97.0,76.6,90.4,2024-06-21
637,638,M,2,Daegu,16.5,96.1%,76.5,100.0,2024-05-23
638,639,F,1,Gyeonggi,15.5,82.69999999999999,89.1,41.5,2024-12-25
639,640,F,3,Etc,2.2,84.3,,53.9,2024-10-22
640,641,F,2,Seoul,18.5,92.0,84.0,88.2,2024-07-09
641,642,F,2,Daegu,10.6,100.0,83.2,100.0,2024-11-22
642,643,M,1,Gyeonggi,1.1,92.30000000000001,59.5,91.4,2024-07-19
643,644,F,3,Gyeonggi,10.4,98.6,66.0,63.0,2024-08-23
644,645,F,2,Busan,6.0,90.10000000000001,29.1,86.7,2024-10-02
645,646,M,3,Seoul,14.6,89.3,47.3,72.8,2024-09-21
646,647,F,1,Daegu,16.9,98.4,60.9,47.2,2024-04-06
647,648,M,1,Seoul,12.0,97.2,62.0,57.1,2024-06-01
648,649,M,3,Seoul,8.4,85.1,64.7,83.6,2024-06-07
649,650,F,2,Busan,6.2,98.2,80.5,75.8,2024-11-13
650,651,M,2,Etc,14.5,98.3,76.6,63.3,2024-04-30
651,652,M,1,Gyeonggi,11.1,82.5,48.3,66.8,2024-09-21
652,653,M,2,Seoul,4.0,96.5,72.5,59.4,2024-09-07
653,654,M,2,Busan,16.5,91.4,62.9,64.4,2024-11-15
654,655,M,3,Etc,7.3,100.0,72.0,53.5,2024-07-19
655,656,F,2,Busan,15.5,100.0,74.1,67.3,2024-12-18
656,657,F,3,Daegu,8.8,100.0,77.5,72.9,2024-06-04
657,658,M,3,Etc,7.8,83.89999999999999,78.8,66.3,2024-07-17
658,659,F,2,Gyeonggi,13.0,75.6,76.6,62.6,2024-10-02
659,660,M,1,Etc,24.3,87.1,84.3,60.2,2024-08-31
660,661,F,1,Daegu,14.6,100.0%,79.5,83.6,2024-09-01
661,662,F,3,Seoul,7.4,97.6,61.1,54.1,2025-01-30
662,663,F,2,Seoul,16.9,85.1,87.0,45.1,2024-09-18
663,664,F,3,Seoul,10.3,92.60000000000001%,72.8,57.2,2025-01-20
664,665,F,1,Busan,20.8,95.8,84.1,51.8,2024-12-28
665,666,M,2,Etc,3.0,89.0,75.0,83.5,2024-10-09
666,667,M,1,Seoul,22.0,93.60000000000001,76.6,77.6,2024-10-10
667,668,F,1,Gyeonggi,16.1,80.7,76.5,44.2,2025-02-09
668,669,M,1,Busan,6.5,77.4,52.9,86.6,2024-05-07
669,670,M,1,Daegu,5.0,90.3,62.2,57.4,2025-02-11
670,671,F,3,Gyeonggi,17.8,95.39999999999999,63.2,51.9,2024-06-02
671,672,M,1,Busan,9.1,85.7,90.6,51.1,2024-11-17
672,673,M,3,Gyeonggi,5.0,87.7,100.0,46.0,2024-10-19
673,674,F,2,Seoul,13.1,99.3,50.8,73.1,2024-04-30
674,675,F,3,Seoul,15.2,85.2,73.8,100.0,2024-11-19
675,676,F,3,Seoul,15.1,98.4,52.0,57.6,2024-06-23
676,677,M,2,Daegu,5.0,99.9,33.8,73.0,2024-07-02
677,678,M,1,Seoul,8.3,90.3,80.5,71.4,2024-10-30
678,679,F,1,Seoul,12.7,90.0,46.3,,2025-02-23
679,680,M,3,Seoul,5.1,82.19999999999999,78.6,90.0,2024-04-27
680,681,F,3,Seoul,10.7,96.39999999999999,56.7,88.0,2024-12-21
681,682,M,2,Gyeonggi,12.0,87.5,64.0,52.0,2024-07-26
682,683,M,1,Daegu,12.0,87.7,64.0,77.0,2024-10-02
683,684,M,2,Gyeonggi,0.3,81.5,90.2,51.9,2024-12-06
684,685,F,3,Busan,9.2,100.0,58.4,77.3,2024-03-11
685,686,F,3,Etc,7.6,95.5,46.1,37.8,2024-11-07
686,687,F,2,Busan,7.9,90.7,66.2,74.3,2024-08-05
687,688,F,1,Seoul,20.6,94.5,62.9,64.8,2024-05-18
688,689,M,2,Gyeonggi,14.8,87.3,70.2,93.5,2024-06-09
689,690,F,3,Gyeonggi,8.9,98.6,69.8,62.4,2024-08-27
690,691,M,2,Daegu,20.1,90.5%,100.0,69.9,2024-05-20
691,692,F,1,Seoul,20.7,89.7,52.9,100.0,2024-11-03
692,693,M,3,Gyeonggi,11.0,86.7,56.5,82.9,2025-02-17
693,694,M,2,Seoul,7.4,96.8,67.4,77.3,2024-06-04
694,695,M,2,Seoul,15.3,97.89999999999999,95.2,66.2,2024-12-06
695,696,F,2,Gyeonggi,3.3,85.8,100.0,69.7,2024-06-02
696,697,M,2,Seoul,13.0,96.7,68.7,47.4,2024-05-25
697,698,F,2,Busan,9.6,92.2,95.3,54.5,2024-06-13
698,699,F,2,Gyeonggi,1.6,80.7%,46.1,,2025-01-23
699,700,F,1,Seoul,20.1,100.0,,84.4,2024-10-18
700,701,M,1,Etc,5.7,94.39999999999999,53.3,87.2,2024-03-07
701,702,M,3,Seoul,0.0,87.7,91.9,50.2,2024-08-15
702,703,F,1,Gyeonggi,10.4,79.9%,75.8,52.1,2024-07-23
703,704,M,1,Gyeonggi,2.8,87.7,90.5,69.9,2024-07-09
704,705,F,1,Gyeonggi,21.9,91.60000000000001,38.7,74.1,2024-05-18
705,706,M,2,Seoul,8.1,90.9,92.8,71.6,2024-03-11
706,707,F,1,Daegu,24.7,95.7,88.4,68.5,2024-10-30
707,708,F,2,Gyeonggi,0.6,91.10000000000001,77.3,62.4,2024-06-29
708,709,F,1,Daegu,25.2,82.8,62.7,75.4,2024-07-14
709,710,F,2,Busan,10.6,90.60000000000001,62.0,48.7,2025-02-05
710,711,M,1,Busan,9.4,92.7%,87.2,100.0,2024-07-19
711,712,F,1,Seoul,10.9,99.0,51.1,87.1,2024-03-18
712,713,M,3,Gyeonggi,16.8,92.2,82.3,58.2,2025-01-29
713,714,M,3,Daegu,6.4,87.4,74.2,37.6,2024-10-02
714,715,M,3,Gyeonggi,16.8,91.7,64.9,62.3,2024-10-02
715,716,F,2,Gyeonggi,7.8,83.2,67.6,79.5,2024-05-10
716,717,M,1,Seoul,7.9,91.8,100.0,90.5,2024-10-12
717,718,F,1,Gyeonggi,10.2,92.2,53.6,77.1,2024-06-22
718,719,M,3,Daegu,,98.6,79.2,79.7,2024-12-22
719,720,F,2,Seoul,6.2,100.0,56.7,70.0,2024-10-24
720,721,F,1,Busan,,95.0,74.2,74.3,2024-11-08
721,722,M,1,Gyeonggi,8.5,93.0,71.0,80.8,2024-10-01
722,723,M,2,Seoul,25.1,92.80000000000001,57.9,72.7,2024-05-20
723,724,F,2,Busan,6.4,92.7,63.5,62.1,2024-07-08
724,725,M,2,Gyeonggi,26.0,88.1,73.9,73.8,2024-03-05
725,726,M,2,Seoul,18.3,95.7,73.5,69.1,2024-05-02
726,727,F,1,Gyeonggi,21.9,91.2,61.6,63.1,2024-12-04
727,728,F,1,Seoul,3.8,88.9,58.4,54.6,2024-05-25
728,729,F,1,Etc,6.6,96.5,59.5,75.6,2024-09-04
729,730,F,1,Etc,6.1,86.6,74.4,75.1,2024-05-08
730,731,F,3,Gyeonggi,11.7,96.0,61.2,69.4,2024-05-15
731,732,M,3,Seoul,16.2,84.39999999999999,,77.0,2025-01-05
732,733,M,1,Daegu,18.0,84.8,64.7,50.8,2024-12-14
733,734,F,1,Seoul,15.0,85.9,96.6,71.5,2024-10-14
734,735,F,2,Gyeonggi,15.7,85.0,76.6,72.0,2024-06-03
735,736,F,3,Gyeonggi,20.6,93.89999999999999,76.2,83.8,2024-12-24
736,737,M,3,Busan,12.0,98.8,84.4,85.0,2024-12-11
737,738,F,1,Gyeonggi,9.4,88.0,69.7,62.1,2025-01-05
738,739,M,1,Etc,15.9,96.39999999999999,71.4,56.2,2024-08-15
739,740,F,2,Daegu,15.0,70.19999999999999,69.3,76.0,2024-09-18
740,741,F,1,Etc,3.7,80.2,56.5,52.5,2024-07-24
741,742,M,3,Daegu,13.0,89.7,74.1,72.8,2024-12-15
742,743,M,1,Gyeonggi,27.2,90.7,68.9,78.6,2024-07-01
743,744,M,2,Etc,12.4,100.0,81.6,79.7,2025-01-10
744,745,M,1,Gyeonggi,18.3,94.5,84.9,86.8,2024-06-01
745,746,M,1,Seoul,10.8,98.9,92.8,74.9,2024-11-21
746,747,F,1,Seoul,21.9,95.7,69.6,77.4,2024-05-18
747,748,M,3,Etc,15.7,100.0,91.0,79.3,2024-06-04
748,749,M,3,Seoul,8.5,93.2,58.1,38.1,2025-01-09
749,750,F,2,Gyeonggi,,88.1,79.9,87.0,2024-08-06
750,751,M,1,Daegu,23.3,92.30000000000001,74.1,63.4,2024-06-07
