order_id,customer_id,order_dt,category,unit_price,quantity,discount_rate,is_member,payment_type,gross_amount,net_amount
1247,726,2025-11-13,Grocery,33.54,86,0.05,Y,card,2884.44,2740.22
1248,779,2025-07-18,Electronics,123.33,74,0.2,Y,card,9126.42,"₩7,301.14"
1249,407,2025-02-15,Grocery,24.12,86,0.05,N,bank,2074.32,1970.6
1250,769,2025-10-15,Grocery,104.4,47,0.05,Y,wallet,4906.8,4661.46
1251,613,2025-01-15,Fashion,58.74,76,0.0,Y,card,4464.24,4464.24
1252,405,2025-02-13,Fashion,108.43,89,0.15,N,card,9650.27,8202.73
1253,346,2025-06-18,Fashion,112.87,51,0.05,Y,card,5756.37,5468.55
1254,622,2025-11-06,Fashion,62.8,80,0.15,Y,card,5024.0,4270.4
1255,420,2025-02-13,Grocery,197.52,63,0.0,Y,card,12443.76,12443.76
1256,182,2025-04-08,Fashion,68.86,76,0.1,N,bank,5233.36,4710.02
1257,1,2025-09-18,Grocery,105.39,87,0.05,N,card,9168.93,8710.48
1258,567,2025-04-19,Electronics,62.98,73,0.0,Y,card,4597.54,"₩4,597.54"
1259,371,2025-10-10,Electronics,73.91,89,,N,card,6577.99,6577.99
1260,661,2025-12-09,Fashion,58.0,13,,Y,card,754.0,754.0
1261,431,2025-04-14,Grocery,70.41,40,0.1,Y,card,2816.4,2534.76
1262,309,2025-09-13,Fashion,24.3,22,0.05,N,card,534.6,507.87
1263,137,2025-07-25,Grocery,61.36,36,0.0,Y,card,2208.96,2208.96
1264,202,2025-12-01,Electronics,89.5,68,0.0,Y,wallet,6086.0,6086.0
1265,436,2025-02-12,Electronics,49.66,74,0.05,Y,bank,3674.84,3491.1
1266,313,2025-12-19,Grocery,81.74,73,0.0,N,card,5967.02,5967.02
1267,117,2025-09-02,Grocery,145.33,34,0.05,N,bank,4941.22,4694.16
1268,666,2025-10-14,Electronics,84.97,46,0.1,N,card,3908.62,3517.76
1269,575,2025-12-21,Grocery,76.71,84,0.05,N,bank,6443.64,6121.46
1270,244,2025-09-30,Fashion,65.3,82,0.05,N,wallet,5354.6,5086.87
1271,537,2025-03-24,Grocery,66.36,80,0.0,N,card,5308.8,5308.8
1272,602,2025-04-20,Beauty,90.59,23,,Y,wallet,2083.57,2083.57
1273,75,2025-07-09,Beauty,,33,,N,card,2008.05,"₩1,706.84"
1274,386,2025-10-15,Grocery,,76,0.15,N,card,2948.04,2505.83
1275,210,2025-09-08,Fashion,31.44,57,0.05,N,card,1792.08,1702.48
1276,475,2025-07-31,Grocery,106.69,74,0.0,Y,wallet,7895.06,"₩7,895.06"
1277,418,2025-10-18,Fashion,169.71,47,0.05,Y,card,7976.37,7577.55
1278,347,2025-05-13,Electronics,153.38,99,0.15,N,card,15184.62,12906.93
1279,529,2025-07-20,Fashion,40.0,79,0.1,N,card,3160.0,2844.0
1280,640,2025-10-12,Beauty,152.4,68,0.15,N,card,10363.2,8808.72
1281,763,2025-11-22,Beauty,131.38,21,0.0,N,bank,2758.98,2758.98
1282,179,2025-04-05,Electronics,98.51,63,0.1,N,card,6206.13,5585.52
1283,182,2025-10-05,Grocery,72.12,60,0.1,Y,card,4327.2,3894.48
1284,664,2025-11-21,Grocery,83.44,47,0.05,Y,card,3921.68,"₩3,725.60"
1285,25,2025-08-07,Fashion,57.32,55,0.05,N,,3152.6,2994.97
1286,180,2025-03-30,Fashion,135.55,19,0.05,N,card,2575.45,2446.68
1287,710,2025-03-13,Grocery,138.62,18,0.15,N,bank,2495.16,2120.89
1288,501,2025-09-04,Fashion,27.88,96,0.15,Y,card,2676.48,2275.01
1289,161,2025-05-09,Electronics,210.05,61,0.0,N,card,12813.05,12813.05
1290,177,2025-07-31,Grocery,148.13,60,0.05,N,card,8887.8,8443.41
1291,285,2025-12-09,Beauty,37.81,31,0.15,N,card,1172.11,996.29
1292,63,2025-04-06,Grocery,82.87,82,0.0,Y,bank,6795.34,6795.34
1293,662,2025-03-16,Grocery,32.47,92,0.05,Y,,2987.24,"₩2,837.88"
1294,666,2025-02-23,Fashion,77.3,81,0.0,Y,card,6261.3,6261.3
1295,156,2025-12-10,Electronics,131.59,77,0.0,Y,card,10132.43,10132.43
1296,469,2025-02-23,Grocery,34.22,14,0.15,N,card,479.08,407.22
1297,49,2025-08-06,Fashion,85.81,92,0.05,Y,card,7894.52,7499.79
1298,84,2025-01-16,Beauty,125.72,91,0.1,N,card,11440.52,10296.47
1299,361,2025-04-09,Electronics,59.5,38,0.0,N,card,2261.0,2261.0
1300,689,2025-01-20,Fashion,,92,0.0,Y,card,9639.76,9639.76
1301,148,2025-02-15,Fashion,95.39,15,0.15,N,bank,1430.85,1216.22
1302,630,2025-07-12,Beauty,101.53,78,0.05,Y,bank,7919.34,7523.37
1303,342,2025-02-27,Electronics,66.11,67,0.0,N,card,4429.37,4429.37
1304,476,2025-04-21,Electronics,76.25,52,0.2,Y,wallet,3965.0,3172.0
1305,63,2025-05-09,Electronics,73.59,78,0.05,N,bank,5740.02,5453.02
1306,701,2025-12-03,Grocery,90.84,81,0.05,N,card,7358.04,6990.14
1307,360,2025-07-13,Electronics,28.76,46,,N,bank,1322.96,1190.66
1308,561,2025-12-06,Electronics,70.07,67,0.0,N,card,4694.69,4694.69
1309,327,2025-11-22,Electronics,160.04,46,0.05,Y,wallet,7361.84,6993.75
1310,769,2025-01-08,Grocery,45.19,91,0.1,Y,card,4112.29,3701.06
1311,736,2025-01-29,Electronics,132.1,35,0.0,Y,card,4623.5,4623.5
1312,141,2025-04-22,Fashion,110.39,51,0.1,Y,wallet,5629.89,5066.9
1313,215,2025-06-10,Fashion,76.79,25,0.05,N,card,1919.75,1823.76
1314,435,2025-05-11,Grocery,86.77,31,,Y,,2689.87,2420.88
1315,723,2025-07-07,Grocery,97.73,32,0.0,N,,3127.36,3127.36
1316,318,2025-06-12,Fashion,67.77,56,0.15,N,card,3795.12,3225.85
1317,32,2025-07-16,Beauty,21.86,76,0.15,Y,bank,1661.36,1412.16
1318,670,2025-12-30,Beauty,88.41,12,0.0,Y,card,1060.92,1060.92
1319,285,2025-07-23,Fashion,35.26,21,0.15,N,card,740.46,629.39
1320,305,2025-07-31,Grocery,59.42,32,0.05,Y,card,1901.44,1806.37
1321,429,2025-04-19,Grocery,70.55,20,0.1,Y,card,1411.0,1269.9
1322,477,2025-10-03,Beauty,86.23,61,0.15,Y,card,5260.03,4471.03
1323,286,2025-03-14,Fashion,91.97,59,0.0,N,card,5426.23,5426.23
1324,144,2025-06-16,Fashion,36.36,66,0.0,N,card,2399.76,2399.76
1325,424,2025-09-17,Fashion,42.32,73,0.0,Y,card,3089.36,3089.36
1326,19,2025-08-31,Beauty,,55,0.05,Y,card,4718.45,4482.53
1327,18,2025-10-02,Electronics,108.33,38,0.0,Y,card,4116.54,4116.54
1328,769,2025-04-12,Electronics,65.15,79,0.05,Y,card,5146.85,4889.51
1329,590,2025-06-22,Fashion,72.99,55,0.0,N,card,4014.45,4014.45
1330,371,2025-06-20,Electronics,29.2,25,0.1,Y,card,730.0,657.0
1331,175,2025-05-21,Grocery,96.06,60,0.0,N,card,5763.6,5763.6
1332,194,2025-07-07,Electronics,93.82,20,0.05,Y,card,1876.4,1782.58
1333,502,2025-03-27,Fashion,118.27,20,0.0,Y,card,2365.4,2365.4
1334,113,2025-02-21,Beauty,71.87,72,0.1,Y,card,5174.64,4657.18
1335,114,2025-04-21,Fashion,176.83,62,0.15,N,card,10963.46,"₩9,318.94"
1336,222,2025-12-31,Grocery,53.67,98,0.0,N,card,5259.66,5259.66
1337,678,2025-12-08,Electronics,77.74,67,0.1,Y,card,5208.58,4687.72
1338,644,2025-02-12,Electronics,170.01,28,0.15,Y,card,4760.28,4046.24
1339,264,2025-07-30,Grocery,117.28,41,0.2,N,card,4808.48,3846.78
1340,55,2025-07-19,Grocery,79.72,59,0.05,Y,bank,4703.48,4468.31
1341,643,2025-10-25,Fashion,52.89,81,0.0,Y,card,4284.09,4284.09
1342,800,2025-12-12,Beauty,31.06,64,0.0,Y,bank,1987.84,1987.84
1343,778,2025-08-28,Beauty,40.13,85,0.05,Y,card,3411.05,3240.5
1344,458,2025-04-25,Beauty,50.31,50,0.1,N,bank,2515.5,2263.95
1345,162,2025-01-26,Fashion,118.55,79,0.05,Y,card,9365.45,8897.18
1346,380,2025-10-26,Electronics,121.52,30,0.1,Y,card,3645.6,3281.04
1347,87,2025-03-18,Grocery,195.45,35,0.0,Y,card,6840.75,6840.75
1348,55,2025-05-17,Grocery,74.61,10,0.0,N,card,746.1,746.1
1349,476,2025-01-20,Electronics,60.81,90,0.2,Y,card,5472.9,4378.32
1350,800,2025-07-30,Grocery,91.45,36,0.2,Y,card,3292.2,2633.76
1351,178,2025-08-28,Electronics,56.85,59,0.1,Y,card,3354.15,3018.74
1352,391,2025-02-08,Fashion,47.47,75,0.0,N,card,3560.25,3560.25
1353,349,2025-09-25,Fashion,,74,0.2,Y,card,3340.36,2672.29
1354,8,2025-07-26,Grocery,125.38,19,0.0,N,bank,2382.22,2382.22
1355,313,2025-09-24,Fashion,26.54,46,0.1,N,card,1220.84,1098.76
1356,759,2025-06-03,Grocery,80.26,78,0.0,N,card,6260.28,6260.28
1357,443,2025-02-11,Grocery,95.06,50,0.1,N,card,4753.0,4277.7
1358,767,2025-01-11,Grocery,56.31,55,0.1,N,card,3097.05,2787.34
1359,328,2025-10-21,Beauty,100.41,86,0.15,N,,8635.26,"₩7,339.97"
1360,54,2025-04-08,Grocery,148.96,54,0.1,N,bank,8043.84,7239.46
1361,761,2025-10-02,Beauty,44.92,97,0.15,N,card,4357.24,3703.65
1362,239,2025-08-18,Electronics,72.85,36,0.05,Y,card,2622.6,2491.47
1363,229,2025-08-08,Fashion,50.96,74,0.1,Y,bank,3771.04,3393.94
1364,579,2025-03-06,Electronics,44.3,93,0.05,N,wallet,4119.9,3913.9
1365,51,2025-12-21,Fashion,116.79,17,0.0,N,wallet,1985.43,1985.43
1366,609,2025-08-20,Grocery,71.64,76,0.1,N,bank,5444.64,4900.18
1367,604,2025-11-24,Electronics,144.76,58,0.15,N,card,8396.08,7136.67
1368,264,2025-02-21,Fashion,24.45,98,0.0,N,bank,2396.1,2396.1
1369,418,2025-09-20,Grocery,65.94,98,,Y,bank,6462.12,6462.12
1370,96,2025-09-24,Grocery,53.71,23,0.0,Y,card,1235.33,1235.33
1371,88,2025-12-25,Fashion,24.83,71,0.15,Y,card,1762.93,1498.49
1372,78,2025-11-13,Grocery,87.71,52,0.0,N,card,4560.92,4560.92
1373,288,2025-11-20,Electronics,68.71,36,0.0,Y,card,2473.56,"₩2,473.56"
1374,120,2025-06-03,Fashion,83.79,36,0.0,N,card,3016.44,3016.44
1375,491,2025-12-24,Grocery,49.55,77,0.0,Y,bank,3815.35,"₩3,815.35"
1376,452,2025-05-20,Grocery,107.51,84,0.1,Y,card,9030.84,8127.76
1377,500,2025-02-20,Fashion,183.31,57,0.2,N,bank,10448.67,8358.94
1378,165,2025-04-27,Beauty,77.55,76,0.0,Y,card,5893.8,5893.8
1379,182,2025-02-15,Fashion,61.72,34,0.0,Y,card,2098.48,2098.48
1380,469,2025-11-05,Fashion,75.18,73,0.15,Y,wallet,5488.14,4664.92
1381,735,2025-03-29,Electronics,82.62,33,0.15,Y,card,2726.46,2317.49
1382,7,2025-07-27,Grocery,26.83,18,0.0,Y,bank,482.94,482.94
1383,330,2025-09-26,Grocery,102.64,17,0.0,Y,card,1744.88,1744.88
1384,775,2025-03-30,Electronics,66.58,68,0.2,N,card,4527.44,3621.95
1385,673,2025-04-28,Fashion,94.52,26,0.1,Y,,2457.52,2211.77
1386,151,2025-02-23,Grocery,113.57,52,0.15,Y,card,5905.64,5019.79
1387,85,2025-04-26,Fashion,202.51,77,0.0,Y,card,15593.27,15593.27
1388,147,2025-04-28,Electronics,81.56,13,0.1,Y,card,1060.28,954.25
1389,624,2025-09-17,Grocery,70.5,17,0.1,Y,bank,1198.5,1078.65
1390,381,2025-03-16,Electronics,55.07,51,0.15,N,bank,2808.57,2387.28
1391,548,2025-11-01,Beauty,60.09,58,0.2,N,card,3485.22,2788.18
1392,285,2025-01-07,Electronics,109.48,15,0.0,N,card,1642.2,1642.2
1393,700,2025-05-02,Grocery,37.72,82,0.1,N,card,3093.04,2783.74
1394,82,2025-01-11,Fashion,106.91,51,0.0,N,wallet,5452.41,5452.41
1395,514,2025-12-14,Beauty,79.28,81,0.15,N,card,6421.68,5458.43
1396,709,2025-08-03,Electronics,99.67,41,0.1,N,card,4086.47,3677.82
1397,523,2025-10-06,Grocery,,24,0.15,N,card,2155.44,1832.12
1398,746,2025-01-28,Grocery,110.88,91,0.0,N,wallet,10090.08,10090.08
1399,386,2025-08-23,Fashion,85.29,96,0.0,Y,card,8187.84,8187.84
1400,707,2025-11-09,Fashion,91.98,78,0.0,Y,card,7174.44,7174.44
1401,471,2025-01-26,Grocery,85.26,36,0.0,N,card,3069.36,"₩3,069.36"
1402,119,2025-02-23,Beauty,110.02,75,0.05,N,card,8251.5,7838.92
1403,396,2025-01-29,Electronics,58.33,68,0.15,Y,card,3966.44,"₩3,371.47"
1404,532,2025-12-19,Electronics,44.21,37,,Y,card,1635.77,1553.98
1405,261,2025-06-13,Grocery,257.77,33,0.05,Y,card,8506.41,8081.09
1406,256,2025-09-27,Electronics,103.62,60,0.15,N,card,6217.2,5284.62
1407,734,2025-11-30,Beauty,103.65,30,0.15,Y,bank,3109.5,2643.08
1408,226,2025-02-04,Grocery,61.32,40,0.05,N,card,2452.8,2330.16
1409,53,2025-10-13,Grocery,235.18,84,0.0,N,card,19755.12,19755.12
1410,500,2025-12-14,Electronics,35.8,59,0.0,Y,bank,2112.2,2112.2
1411,506,2025-09-30,Electronics,38.97,49,0.05,N,bank,1909.53,1814.05
1412,364,2025-07-27,Grocery,61.53,77,0.1,N,card,4737.81,4264.03
1413,280,2025-08-26,Beauty,69.18,25,0.1,Y,card,1729.5,1556.55
1414,593,2025-04-03,Beauty,108.43,85,0.1,Y,card,9216.55,8294.9
1415,714,2025-06-22,Electronics,109.87,95,0.15,Y,card,10437.65,8872.0
1416,158,2025-03-20,Electronics,36.81,72,0.15,Y,wallet,2650.32,"₩2,252.77"
1417,632,2025-04-20,Electronics,,65,0.2,N,card,4413.5,3530.8
1418,59,2025-08-05,Beauty,70.39,89,0.15,Y,bank,6264.71,5325.0
1419,727,2025-12-24,Fashion,91.5,33,0.0,N,bank,3019.5,3019.5
1420,128,2025-04-16,Electronics,122.7,37,0.0,Y,card,4539.9,4539.9
1421,736,2025-02-16,Electronics,37.91,94,0.05,N,card,3563.54,3385.36
1422,721,2025-06-30,Fashion,57.12,98,0.1,Y,card,5597.76,5037.98
1423,115,2025-03-05,Beauty,21.77,40,0.1,N,bank,870.8,783.72
1424,209,2025-09-03,Fashion,,24,0.0,Y,card,2198.16,"₩2,198.16"
1425,526,2025-09-01,Electronics,79.57,51,0.15,Y,card,4058.07,3449.36
1426,521,2025-11-16,Fashion,69.49,59,0.0,Y,card,4099.91,4099.91
1427,552,2025-03-28,Fashion,114.42,95,0.15,Y,card,10869.9,9239.41
1428,237,2025-08-05,Electronics,126.4,14,0.05,Y,card,1769.6,1681.12
1429,281,2025-01-07,Electronics,122.82,57,0.0,N,card,7000.74,7000.74
1430,359,2025-10-05,Grocery,38.77,22,0.0,Y,,852.94,852.94
1431,201,2025-12-03,Electronics,58.16,41,0.0,N,bank,2384.56,2384.56
1432,758,2025-07-29,Electronics,80.7,76,,N,card,6133.2,6133.2
1433,278,2025-06-18,Fashion,63.52,88,0.1,N,card,5589.76,5030.78
1434,235,2025-11-26,Grocery,149.97,39,0.0,N,card,5848.83,5848.83
1435,494,2025-05-18,Grocery,123.67,15,0.15,N,bank,1855.05,1576.79
1436,4,2025-11-02,Grocery,67.88,34,0.0,Y,,2307.92,2307.92
1437,666,2025-08-18,Grocery,62.84,37,0.0,Y,card,2325.08,2325.08
1438,442,2025-11-04,Grocery,46.07,71,0.15,Y,card,3270.97,2780.32
1439,29,2025-06-10,Electronics,100.06,31,0.05,Y,card,3101.86,2946.77
1440,109,2025-01-01,Beauty,105.84,77,0.05,Y,card,8149.68,7742.2
1441,610,2025-08-24,Electronics,32.64,24,0.0,Y,card,783.36,783.36
1442,727,2025-07-07,Fashion,30.18,35,0.0,Y,bank,1056.3,1056.3
1443,75,2025-01-04,Grocery,38.83,72,0.05,Y,card,2795.76,2655.97
1444,146,2025-05-12,Fashion,137.96,27,0.05,N,card,3724.92,3538.67
1445,128,2025-08-06,Beauty,,82,0.0,Y,card,9972.84,9972.84
1446,42,2025-09-17,Fashion,81.57,72,0.05,Y,bank,5873.04,5579.39
1447,356,2025-01-01,Beauty,84.24,71,0.15,Y,card,5981.04,5083.88
1448,41,2025-03-12,Grocery,30.99,77,0.0,Y,bank,2386.23,2386.23
1449,34,2025-06-27,Beauty,176.53,57,0.15,Y,card,10062.21,8552.88
1450,17,2025-07-08,Beauty,134.82,59,0.0,Y,card,7954.38,"₩7,954.38"
1451,677,2025-10-18,Beauty,67.36,72,0.15,Y,card,4849.92,4122.43
1452,153,2025-01-08,Grocery,190.62,78,0.15,Y,card,14868.36,12638.11
1453,378,2025-09-10,Fashion,89.59,15,0.0,Y,card,1343.85,1343.85
1454,588,2025-10-19,Electronics,58.14,67,0.2,Y,wallet,3895.38,3116.3
1455,599,2025-09-01,Grocery,70.55,60,0.05,Y,bank,4233.0,4021.35
1456,629,2025-05-03,Beauty,39.24,21,0.0,N,card,824.04,824.04
1457,342,2025-10-26,Grocery,72.3,56,0.05,Y,card,4048.8,3846.36
1458,27,2025-10-10,Beauty,47.58,18,0.2,N,card,856.44,685.15
1459,287,2025-02-01,Grocery,67.77,16,0.15,N,card,1084.32,921.67
1460,646,2025-11-30,Electronics,106.71,38,0.0,Y,card,4054.98,4054.98
1461,731,2025-05-26,Electronics,42.53,87,0.05,N,card,3700.11,3515.1
1462,168,2025-06-05,Fashion,54.73,60,0.0,Y,wallet,3283.8,3283.8
1463,610,2025-01-16,Electronics,20.43,93,0.05,Y,bank,1899.99,1804.99
1464,268,2025-12-21,Grocery,46.65,64,0.05,Y,card,2985.6,2836.32
1465,749,2025-02-16,Beauty,118.66,68,0.0,N,card,8068.88,8068.88
1466,455,2025-09-08,Grocery,112.12,65,0.05,N,,7287.8,6923.41
1467,685,2025-07-06,Fashion,69.78,31,0.15,N,card,2163.18,1838.7
1468,401,2025-01-31,Electronics,86.27,27,0.05,Y,,2329.29,2212.83
1469,476,2025-09-17,Fashion,26.32,67,0.15,N,bank,1763.44,1498.92
1470,702,2025-01-17,Fashion,44.69,49,0.0,Y,card,2189.81,2189.81
1471,634,2025-02-08,Fashion,39.92,98,0.2,N,card,3912.16,3129.73
1472,558,2025-10-31,Electronics,104.84,40,0.0,N,,4193.6,4193.6
1473,576,2025-02-08,Fashion,50.27,65,0.05,N,card,3267.55,3104.17
1474,130,2025-05-12,Fashion,65.82,44,0.1,Y,card,2896.08,2606.47
1475,363,2025-01-30,Beauty,139.67,35,0.15,N,card,4888.45,4155.18
1476,705,2025-06-07,Electronics,49.16,77,0.0,Y,card,3785.32,3785.32
1477,693,2025-10-05,Electronics,30.86,93,0.05,Y,,2869.98,2726.48
1478,292,2025-07-22,Electronics,21.24,43,0.1,N,card,913.32,821.99
1479,371,2025-03-07,Fashion,125.61,85,0.0,Y,card,10676.85,10676.85
1480,794,2025-04-18,Grocery,44.21,25,0.1,Y,card,1105.25,994.72
1481,29,2025-09-25,Grocery,156.19,51,0.05,N,card,7965.69,7567.41
1482,149,2025-08-10,Fashion,67.32,14,0.05,N,card,942.48,895.36
1483,779,2025-10-19,Grocery,36.55,70,0.0,Y,card,2558.5,2558.5
1484,296,2025-01-18,Fashion,96.14,53,0.0,Y,bank,5095.42,5095.42
1485,11,2025-03-31,Grocery,96.16,44,0.15,N,card,4231.04,3596.38
1486,512,2025-06-30,Electronics,113.49,10,0.05,Y,card,1134.9,1078.16
1487,676,2025-09-12,Fashion,47.64,52,0.05,N,card,2477.28,"₩2,353.42"
1488,113,2025-09-10,Grocery,55.15,41,0.05,N,card,2261.15,"₩2,148.09"
1489,187,2025-09-14,Grocery,46.94,72,0.0,Y,card,3379.68,"₩3,379.68"
1490,744,2025-12-12,Grocery,92.06,42,0.05,Y,bank,3866.52,3673.19
1491,227,2025-03-28,Electronics,53.31,86,0.0,Y,card,4584.66,4584.66
1492,310,2025-03-31,Electronics,84.7,75,0.15,N,wallet,6352.5,5399.62
1493,98,2025-08-25,Beauty,31.99,39,0.2,N,bank,1247.61,998.09
1494,55,2025-03-11,Electronics,84.96,19,0.15,N,bank,1614.24,1372.1
1495,623,2025-02-13,Electronics,81.68,32,0.05,Y,card,2613.76,2483.07
1496,664,2025-07-19,Electronics,47.21,48,0.1,Y,card,2266.08,2039.47
1497,758,2025-06-01,Fashion,81.37,54,0.15,Y,card,4393.98,3734.88
1498,406,2025-03-27,Electronics,31.51,38,0.05,N,card,1197.38,1137.51
1499,69,2025-01-19,Fashion,56.46,39,0.1,N,card,2201.94,1981.75
1500,312,2025-04-11,Fashion,40.68,43,,Y,bank,1749.24,1574.32
1501,289,2025-04-05,Beauty,78.23,61,0.1,N,wallet,4772.03,"₩4,294.83"
1502,762,2025-09-11,Electronics,60.13,90,0.1,N,card,5411.7,4870.53
1503,548,2025-12-23,Fashion,100.75,31,0.1,N,,3123.25,2810.92
1504,751,2025-01-30,Grocery,43.8,14,0.1,Y,card,613.2,551.88
1505,148,2025-09-06,Grocery,52.33,20,0.15,Y,card,1046.6,889.61
1506,467,2025-02-02,Fashion,37.0,95,0.05,Y,card,3515.0,3339.25
1507,739,2025-08-17,Grocery,161.55,41,0.1,N,bank,6623.55,5961.2
1508,244,2025-01-12,Electronics,16.34,33,0.0,N,bank,539.22,539.22
1509,491,2025-04-28,Grocery,137.08,20,,N,wallet,2741.6,2330.36
1510,507,2025-12-16,Fashion,140.17,20,0.0,Y,card,2803.4,2803.4
1511,365,2025-06-04,Electronics,58.77,26,0.05,N,card,1528.02,1451.62
1512,482,2025-09-03,Beauty,49.73,41,0.15,Y,bank,2038.93,1733.09
1513,201,2025-11-28,Grocery,68.68,92,0.1,N,,6318.56,5686.7
1514,154,2025-09-04,Electronics,41.29,36,,Y,bank,1486.44,"₩1,486.44"
1515,450,2025-01-29,Electronics,,41,0.0,Y,card,2427.61,2427.61
1516,501,2025-06-10,Electronics,116.23,70,0.2,Y,wallet,8136.1,6508.88
1517,73,2025-08-23,Grocery,27.99,34,0.0,Y,card,951.66,951.66
1518,713,2025-07-09,Electronics,97.53,73,0.0,Y,wallet,7119.69,7119.69
1519,296,2025-04-27,Electronics,,73,0.1,Y,bank,4863.99,4377.59
1520,17,2025-09-28,Electronics,191.97,37,0.1,Y,card,7102.89,"₩6,392.60"
1521,641,2025-09-15,Grocery,72.78,49,,Y,wallet,3566.22,"₩3,209.60"
1522,217,2025-06-29,Grocery,44.49,23,0.1,N,card,1023.27,920.94
1523,61,2025-06-21,Grocery,56.86,51,0.15,Y,wallet,2899.86,2464.88
1524,616,2025-10-01,Electronics,58.81,48,0.15,N,card,2822.88,2399.45
1525,42,2025-09-16,Beauty,136.82,11,0.1,N,card,1505.02,"₩1,354.52"
1526,25,2025-05-15,Grocery,69.17,90,0.0,Y,card,6225.3,6225.3
1527,39,2025-06-20,Beauty,80.17,10,0.05,Y,card,801.7,761.62
1528,131,2025-07-29,Fashion,58.66,41,0.1,Y,wallet,2405.06,2164.55
1529,498,2025-08-24,Fashion,41.46,92,0.05,N,card,3814.32,3623.6
1530,229,2025-07-05,Grocery,29.04,73,0.0,N,bank,2119.92,2119.92
1531,108,2025-12-30,Electronics,141.71,87,0.05,Y,bank,12328.77,11712.33
1532,172,2025-04-05,Fashion,82.0,40,0.15,Y,card,3280.0,2788.0
1533,435,2025-01-11,Grocery,59.83,67,0.05,Y,card,4008.61,3808.18
1534,478,2025-03-09,Grocery,72.37,91,0.1,Y,card,6585.67,5927.1
1535,102,2025-07-29,Beauty,76.32,87,0.1,N,card,6639.84,5975.86
1536,524,2025-07-15,Grocery,108.01,23,0.05,Y,card,2484.23,2360.02
1537,275,2025-04-08,Electronics,39.61,97,0.05,Y,bank,3842.17,3650.06
1538,613,2025-04-03,Electronics,119.9,78,0.0,Y,bank,9352.2,9352.2
1539,44,2025-01-22,Fashion,56.91,25,0.05,N,card,1422.75,1351.61
1540,17,2025-06-21,Fashion,80.04,78,0.1,Y,wallet,6243.12,5618.81
1541,330,2025-05-14,Electronics,35.92,63,0.1,Y,card,2262.96,2036.66
1542,569,2025-01-25,Electronics,35.49,22,,Y,card,780.78,741.74
1543,497,2025-07-04,Grocery,35.35,89,0.0,Y,bank,3146.15,3146.15
1544,12,2025-03-26,Grocery,24.36,88,0.1,N,card,2143.68,1929.31
1545,318,2025-02-24,Beauty,85.38,40,0.0,Y,,3415.2,3415.2
1546,592,2025-09-08,Grocery,70.13,78,0.0,N,card,5470.14,5470.14
1547,216,2025-05-24,Grocery,,30,0.05,Y,card,1836.6,1744.77
1548,339,2025-12-17,Grocery,38.09,39,0.1,Y,card,1485.51,1336.96
1549,776,2025-06-16,Beauty,144.75,32,0.15,N,card,4632.0,"₩3,937.20"
1550,661,2025-08-12,Grocery,19.98,47,0.2,Y,card,939.06,751.25
1551,81,2025-08-08,Beauty,98.48,38,0.0,N,card,3742.24,3742.24
1552,727,2025-06-28,Beauty,37.83,86,0.0,Y,card,3253.38,3253.38
1553,485,2025-04-29,Beauty,,41,0.1,N,bank,3881.88,3493.69
1554,374,2025-09-22,Fashion,125.45,71,0.15,Y,card,8906.95,7570.91
1555,710,2025-05-30,Electronics,,54,0.0,Y,card,2619.0,"₩2,619.00"
1556,200,2025-08-03,Electronics,32.57,58,0.05,Y,card,1889.06,1794.61
1557,537,2025-07-16,Electronics,35.88,42,0.05,Y,card,1506.96,1431.61
1558,466,2025-02-11,Electronics,71.25,13,0.1,N,card,926.25,833.62
1559,89,2025-02-22,Electronics,71.31,27,0.0,Y,,1925.37,1925.37
1560,268,2025-11-26,Fashion,46.31,79,0.2,N,card,3658.49,2926.79
1561,655,2025-09-08,Fashion,188.27,73,0.05,Y,card,13743.71,13056.52
1562,571,2025-10-22,Grocery,,37,0.0,Y,card,3324.45,"₩3,324.45"
1563,489,2025-09-28,Electronics,45.33,67,0.0,N,card,3037.11,3037.11
1564,538,2025-05-03,Grocery,96.52,99,0.0,N,bank,9555.48,9555.48
1565,47,2025-12-05,Grocery,34.95,65,0.1,Y,bank,2271.75,2044.58
1566,288,2025-09-23,Grocery,181.96,29,0.1,N,card,5276.84,4749.16
1567,778,2025-12-14,Beauty,63.96,86,,N,card,5500.56,5500.56
1568,16,2025-01-29,Electronics,54.31,43,0.05,N,card,2335.33,2218.56
1569,711,2025-02-04,Electronics,106.34,96,0.1,N,bank,10208.64,9187.78
1570,401,2025-01-06,Fashion,55.86,19,0.05,N,card,1061.34,1008.27
1571,794,2025-04-21,Electronics,89.7,31,0.05,N,bank,2780.7,"₩2,641.66"
1572,86,2025-10-21,Grocery,107.46,14,0.05,N,card,1504.44,1429.22
1573,250,2025-03-18,Fashion,55.52,53,0.0,Y,card,2942.56,2942.56
1574,391,2025-12-15,Fashion,105.86,18,0.05,Y,card,1905.48,1810.21
1575,782,2025-05-27,Electronics,68.3,52,0.0,N,card,3551.6,3551.6
1576,335,2025-03-08,Fashion,91.61,13,0.05,N,card,1190.93,1131.38
1577,629,2025-01-08,Grocery,81.96,51,0.15,Y,card,4179.96,3552.97
1578,519,2025-05-02,Grocery,143.95,74,0.0,N,card,10652.3,10652.3
1579,137,2025-12-06,Electronics,31.97,50,0.0,Y,,1598.5,1598.5
