,sensor_id,ts,temp_c,hum_pct,vibration
1555,S03,2025-02-05 19:00:00,14.33,57.68,1.322
1556,S03,2025-02-05 20:00:00,23.97,39.35,0.463
1557,S03,2025-02-05 21:00:00,21.7,,1.743
1558,S03,2025-02-05 22:00:00,16.52,29.06,2.351
1559,S03,2025-02-05 23:00:00,24.59,36.06,2.793
1560,S03,2025-02-06 00:00:00,19.93,43.66,0.849
1561,S03,2025-02-06 01:00:00,21.46,43.08,1.671
1562,S03,2025-02-06 02:00:00,16.4,44.02,1.943
1563,S03,2025-02-06 03:00:00,27.06,47.92,2.466
1564,S03,2025-02-06 04:00:00,21.13,42.14,2.043
1565,S03,2025-02-06 05:00:00,19.92,31.63,1.459
1566,S03,2025-02-06 06:00:00,25.67,47.77,0.859
1567,S03,2025-02-06 07:00:00,23.21,49.32,0.895
1568,S03,2025-02-06 08:00:00,23.9,37.95,0.499
1569,S03,2025-02-06 09:00:00,25.04,78.33,1.176
1570,S03,2025-02-06 10:00:00,15.49,20.88,2.478
1571,S03,2025-02-06 11:00:00,26.86,30.6,1.398
1572,S03,2025-02-06 12:00:00,20.96C,39.96,
1573,S03,2025-02-06 13:00:00,23.01C,39.93,2.458
1574,S03,2025-02-06 14:00:00,25.07,36.45,1.175
1575,S03,2025-02-06 15:00:00,20.31,48.01,0.251
1576,S03,2025-02-06 16:00:00,23.55,56.82,0.726
1577,S03,2025-02-06 17:00:00,25.04,51.06,1.056
1578,S03,2025-02-06 18:00:00,22.77,47.82,2.762
1579,S03,2025-02-06 19:00:00,24.53,61.31,0.701
1580,S03,2025-02-06 20:00:00,18.38,,1.64
1581,S03,2025-02-06 21:00:00,19.77,43.74,2.234
1582,S03,2025-02-06 22:00:00,20.05,46.37,0.102
1583,S03,2025-02-06 23:00:00,24.76,42.37,0.943
1584,S03,2025-02-07 00:00:00,31.43,44.25,1.727
1585,S03,2025-02-07 01:00:00,21.14,43.42,2.712
1586,S03,2025-02-07 02:00:00,20.06,39.11,0.282
1587,S03,2025-02-07 03:00:00,20.46,33.74,1.176
1588,S03,2025-02-07 04:00:00,23.75,34.74,1.709
1589,S03,2025-02-07 05:00:00,23.09,42.3,1.749
1590,S03,2025-02-07 06:00:00,17.66,49.51,1.796
1591,S03,2025-02-07 07:00:00,24.3,,1.76
1592,S03,2025-02-07 08:00:00,21.33,52.76,1.207
1593,S03,2025-02-07 09:00:00,24.01,21.2,1.237
1594,S03,2025-02-07 10:00:00,15.7,36.18,0.714
1595,S03,2025-02-07 11:00:00,17.19,,1.349
1596,S03,2025-02-07 12:00:00,23.79,45.13,2.199
1597,S03,2025-02-07 13:00:00,16.75,45.29,0.707
1598,S03,2025-02-07 14:00:00,23.47,41.07,0.964
1599,S03,2025-02-07 15:00:00,23.46,55.02,0.472
1600,S03,2025-02-07 16:00:00,23.04,40.42,0.468
1601,S03,2025-02-07 17:00:00,23.82,46.35,0.552
1602,S03,2025-02-07 18:00:00,23.7,50.47,0.315
1603,S03,2025-02-07 19:00:00,24.39,49.8,1.507
1604,S03,2025-02-07 20:00:00,21.98,41.91,2.746
1605,S03,2025-02-07 21:00:00,23.28,58.79,0.484
1606,S03,2025-02-07 22:00:00,32.29,52.23,0.993
1607,S03,2025-02-07 23:00:00,27.06,54.7,3.608
1608,S03,2025-02-08 00:00:00,22.04,47.47,0.218
1609,S03,2025-02-08 01:00:00,21.53,47.11,0.586
1610,S03,2025-02-08 02:00:00,18.32,37.38,0.398
1611,S03,2025-02-08 03:00:00,21.33,25.91,2.555
1612,S03,2025-02-08 04:00:00,20.06,,0.547
1613,S03,2025-02-08 05:00:00,23.79,29.53,4.595
1614,S03,2025-02-08 06:00:00,18.35,44.68,0.916
1615,S03,2025-02-08 07:00:00,14.16,30.58,0.556
1616,S03,2025-02-08 08:00:00,19.72,39.88,2.416
1617,S03,2025-02-08 09:00:00,23.64,35.69,0.826
1618,S03,2025-02-08 10:00:00,29.08C,,2.336
1619,S03,2025-02-08 11:00:00,24.93,43.15,3.52
1620,S03,2025-02-08 12:00:00,19.06,58.77,
1621,S03,2025-02-08 13:00:00,21.49,54.06,0.669
1622,S03,2025-02-08 14:00:00,19.45,60.53,0.608
1623,S03,2025-02-08 15:00:00,21.89,46.06,2.99
1624,S03,2025-02-08 16:00:00,19.91,27.29,0.456
1625,S03,2025-02-08 17:00:00,17.82,,0.388
1626,S03,2025-02-08 18:00:00,24.23,64.5,1.71
1627,S03,2025-02-08 19:00:00,23.64,41.11,2.939
1628,S03,2025-02-08 20:00:00,22.69,59.31,2.347
1629,S03,2025-02-08 21:00:00,24.39,,0.904
1630,S03,2025-02-08 22:00:00,29.6,46.29,1.295
1631,S03,2025-02-08 23:00:00,24.0,43.94,0.3
1632,S03,2025-02-09 00:00:00,19.06,39.09,0.325
1633,S03,2025-02-09 01:00:00,22.95,40.52,1.809
1634,S03,2025-02-09 02:00:00,15.57,27.75,3.245
1635,S03,2025-02-09 03:00:00,22.91,46.73,0.289
1636,S03,2025-02-09 04:00:00,18.48,46.46,0.731
1637,S03,2025-02-09 05:00:00,18.5C,52.2,0.349
1638,S03,2025-02-09 06:00:00,21.43,44.61,1.232
1639,S03,2025-02-09 07:00:00,26.27,49.29,1.402
1640,S03,2025-02-09 08:00:00,19.16,67.44,0.831
1641,S03,2025-02-09 09:00:00,24.41,55.07,0.973
1642,S03,2025-02-09 10:00:00,22.83,43.74,1.314
1643,S03,2025-02-09 11:00:00,17.68,47.66,0.607
1644,S03,2025-02-09 12:00:00,24.75,45.32,1.141
1645,S03,2025-02-09 13:00:00,19.67,57.97,0.602
1646,S03,2025-02-09 14:00:00,17.89,40.08,0.142
1647,S03,2025-02-09 15:00:00,20.08,55.71,2.955
1648,S03,2025-02-09 16:00:00,20.42,49.24,3.356
1649,S03,2025-02-09 17:00:00,24.53,,0.798
1650,S03,2025-02-09 18:00:00,20.7,49.76,1.34
1651,S03,2025-02-09 19:00:00,27.53,39.46,0.257
1652,S03,2025-02-09 20:00:00,23.86,35.98,0.831
1653,S03,2025-02-09 21:00:00,21.19,45.0,0.853
1654,S03,2025-02-09 22:00:00,21.0,48.17,1.745
1655,S03,2025-02-09 23:00:00,24.33,69.52,1.237
1656,S03,2025-02-10 00:00:00,14.11,45.8,1.318
1657,S03,2025-02-10 01:00:00,13.82,36.44,0.569
1658,S03,2025-02-10 02:00:00,17.85,43.93,0.578
1659,S03,2025-02-10 03:00:00,22.54,49.76,0.953
1660,S03,2025-02-10 04:00:00,21.34,35.79,1.44
1661,S03,2025-02-10 05:00:00,21.02C,42.75,1.376
1662,S03,2025-02-10 06:00:00,20.46,28.98,0.249
1663,S03,2025-02-10 07:00:00,14.72,,1.117
1664,S03,2025-02-10 08:00:00,20.42,40.81,0.752
1665,S03,2025-02-10 09:00:00,16.22,52.42,0.059
1666,S03,2025-02-10 10:00:00,24.21,36.06,0.838
1667,S03,2025-02-10 11:00:00,21.82,36.57,1.2
1668,S03,2025-02-10 12:00:00,21.73,,1.193
1669,S03,2025-02-10 13:00:00,23.35,,1.227
1670,S03,2025-02-10 14:00:00,23.27,39.55,0.635
1671,S03,2025-02-10 15:00:00,23.15,35.93,2.998
1672,S03,2025-02-10 16:00:00,23.64,62.19,0.948
1673,S03,2025-02-10 17:00:00,20.98,40.36,1.877
1674,S03,2025-02-10 18:00:00,18.89,58.86,0.49
1675,S03,2025-02-10 19:00:00,24.07C,46.32,2.881
1676,S03,2025-02-10 20:00:00,27.54,62.66,0.294
1677,S03,2025-02-10 21:00:00,26.38,35.27,0.556
1678,S03,2025-02-10 22:00:00,22.86,46.78,1.924
1679,S03,2025-02-10 23:00:00,25.49,21.13,0.345
1680,S03,2025-02-11 00:00:00,18.88,57.97,0.399
1681,S03,2025-02-11 01:00:00,21.5,51.21,1.213
1682,S03,2025-02-11 02:00:00,18.68,41.45,1.665
1683,S03,2025-02-11 03:00:00,21.07,65.24,0.996
1684,S03,2025-02-11 04:00:00,26.81,73.67,1.53
1685,S03,2025-02-11 05:00:00,23.27,60.19,2.081
1686,S03,2025-02-11 06:00:00,25.6,60.98,0.241
1687,S03,2025-02-11 07:00:00,18.93,45.64,0.835
1688,S03,2025-02-11 08:00:00,19.34,36.97,0.382
1689,S03,2025-02-11 09:00:00,21.43,30.08,0.901
1690,S03,2025-02-11 10:00:00,23.37,55.59,1.13
1691,S03,2025-02-11 11:00:00,21.22,26.34,0.458
1692,S03,2025-02-11 12:00:00,25.04,43.15,1.95
1693,S03,2025-02-11 13:00:00,20.5,62.19,0.354
1694,S03,2025-02-11 14:00:00,26.38,,1.464
1695,S03,2025-02-11 15:00:00,25.36,32.55,0.806
1696,S03,2025-02-11 16:00:00,19.25,36.53,0.238
1697,S03,2025-02-11 17:00:00,24.5,57.88,1.657
1698,S03,2025-02-11 18:00:00,22.23,34.56,1.754
1699,S03,2025-02-11 19:00:00,26.11,40.54,1.312
1700,S03,2025-02-11 20:00:00,21.59,31.07,0.123
1701,S03,2025-02-11 21:00:00,24.28,44.48,0.166
1702,S03,2025-02-11 22:00:00,25.14,38.88,0.801
1703,S03,2025-02-11 23:00:00,15.39,55.33,1.338
1704,S03,2025-02-12 00:00:00,14.56,35.2,1.049
1705,S03,2025-02-12 01:00:00,20.73C,40.75,1.468
1706,S03,2025-02-12 02:00:00,20.12C,21.35,1.448
1707,S03,2025-02-12 03:00:00,23.7,58.15,
1708,S03,2025-02-12 04:00:00,21.48,57.16,0.666
1709,S03,2025-02-12 05:00:00,17.14,42.27,0.816
1710,S03,2025-02-12 06:00:00,22.08,,0.41
1711,S03,2025-02-12 07:00:00,19.0,49.57,0.925
1712,S03,2025-02-12 08:00:00,20.71,55.73,0.899
1713,S03,2025-02-12 09:00:00,20.02,28.54,0.537
1714,S03,2025-02-12 10:00:00,22.75,36.02,0.142
1715,S03,2025-02-12 11:00:00,17.58,67.77,4.208
1716,S03,2025-02-12 12:00:00,18.64,56.73,2.573
1717,S03,2025-02-12 13:00:00,15.48,50.95,0.875
1718,S03,2025-02-12 14:00:00,28.73,45.39,1.009
1719,S03,2025-02-12 15:00:00,19.45,53.5,1.459
1720,S03,2025-02-12 16:00:00,20.01,54.04,3.89
1721,S03,2025-02-12 17:00:00,19.29,53.91,0.393
1722,S03,2025-02-12 18:00:00,20.97,34.5,0.663
1723,S03,2025-02-12 19:00:00,21.73,45.34,1.037
1724,S03,2025-02-12 20:00:00,25.04,49.12,0.659
1725,S03,2025-02-12 21:00:00,23.88,48.21,0.122
1726,S03,2025-02-12 22:00:00,24.48,34.74,1.513
1727,S03,2025-02-12 23:00:00,21.88,42.92,1.194
1728,S03,2025-02-13 00:00:00,19.98,,1.315
1729,S03,2025-02-13 01:00:00,24.0C,40.94,
1730,S03,2025-02-13 02:00:00,20.43C,,0.877
1731,S03,2025-02-13 03:00:00,21.57,50.91,3.203
1732,S03,2025-02-13 04:00:00,14.71C,51.11,0.43
1733,S03,2025-02-13 05:00:00,22.5,55.32,0.963
1734,S03,2025-02-13 06:00:00,21.87,46.74,0.27
1735,S03,2025-02-13 07:00:00,25.11,32.62,0.464
1736,S03,2025-02-13 08:00:00,13.14,45.82,
1737,S03,2025-02-13 09:00:00,21.62,40.67,0.739
1738,S03,2025-02-13 10:00:00,21.31,28.19,0.158
1739,S03,2025-02-13 11:00:00,22.08,38.87,1.895
1740,S03,2025-02-13 12:00:00,20.08,,0.307
1741,S03,2025-02-13 13:00:00,22.74,55.5,1.796
1742,S03,2025-02-13 14:00:00,24.37,44.04,1.154
1743,S03,2025-02-13 15:00:00,22.54,31.18,3.383
1744,S03,2025-02-13 16:00:00,21.67,44.63,1.862
1745,S03,2025-02-13 17:00:00,22.06,37.8,1.186
1746,S03,2025-02-13 18:00:00,21.69,,0.795
1747,S03,2025-02-13 19:00:00,23.12,32.52,0.603
1748,S03,2025-02-13 20:00:00,20.99,53.68,0.922
1749,S03,2025-02-13 21:00:00,17.32,42.83,1.288
1750,S03,2025-02-13 22:00:00,27.51,49.06,0.174
1751,S03,2025-02-13 23:00:00,18.32,37.99,0.687
1752,S03,2025-02-14 00:00:00,19.78,50.36,0.557
1753,S03,2025-02-14 01:00:00,16.36,45.07,0.589
1754,S03,2025-02-14 02:00:00,19.57,43.32,0.353
1755,S03,2025-02-14 03:00:00,17.68,34.3,0.046
1756,S03,2025-02-14 04:00:00,20.59,39.5,1.36
1757,S03,2025-02-14 05:00:00,18.34,26.13,1.859
1758,S03,2025-02-14 06:00:00,17.12,50.32,0.471
1759,S03,2025-02-14 07:00:00,22.09,42.15,2.833
1760,S03,2025-02-14 08:00:00,25.31,60.08,0.721
1761,S03,2025-02-14 09:00:00,22.49,29.94,0.547
1762,S03,2025-02-14 10:00:00,21.93,61.01,1.208
1763,S03,2025-02-14 11:00:00,18.59,49.72,1.469
1764,S03,2025-02-14 12:00:00,21.65,40.55,0.844
1765,S03,2025-02-14 13:00:00,23.38,50.07,1.188
1766,S03,2025-02-14 14:00:00,20.24,32.42,0.808
1767,S03,2025-02-14 15:00:00,25.04,31.36,0.586
1768,S03,2025-02-14 16:00:00,22.37,,1.616
1769,S03,2025-02-14 17:00:00,23.7,25.02,0.664
1770,S03,2025-02-14 18:00:00,21.29,45.29,0.581
1771,S03,2025-02-14 19:00:00,21.46,58.86,1.631
1772,S03,2025-02-14 20:00:00,23.74,46.34,1.301
1773,S03,2025-02-14 21:00:00,24.38,58.6,1.681
1774,S03,2025-02-14 22:00:00,24.42,42.97,1.931
1775,S03,2025-02-14 23:00:00,20.47,38.41,0.956
1776,S03,2025-02-15 00:00:00,17.87,56.94,0.466
1777,S03,2025-02-15 01:00:00,20.15,54.13,0.332
1778,S03,2025-02-15 02:00:00,14.79,44.38,1.892
1779,S03,2025-02-15 03:00:00,23.65C,59.14,1.078
1780,S03,2025-02-15 04:00:00,21.61,33.79,1.379
1781,S03,2025-02-15 05:00:00,20.93,55.65,
1782,S03,2025-02-15 06:00:00,18.82,41.23,0.7
1783,S03,2025-02-15 07:00:00,23.57,47.54,5.673
1784,S03,2025-02-15 08:00:00,20.43,,0.38
1785,S03,2025-02-15 09:00:00,27.1,47.11,3.587
1786,S03,2025-02-15 10:00:00,22.73,50.63,1.349
1787,S03,2025-02-15 11:00:00,17.23,59.54,1.562
1788,S03,2025-02-15 12:00:00,24.03,,1.015
1789,S03,2025-02-15 13:00:00,20.42,46.25,2.05
1790,S03,2025-02-15 14:00:00,20.58,46.03,0.657
1791,S03,2025-02-15 15:00:00,21.57,35.45,0.472
1792,S03,2025-02-15 16:00:00,22.05,62.03,0.342
1793,S03,2025-02-15 17:00:00,23.35C,54.73,1.511
1794,S03,2025-02-15 18:00:00,25.03,39.11,2.702
1795,S03,2025-02-15 19:00:00,24.25,47.24,0.384
1796,S03,2025-02-15 20:00:00,20.87,60.59,1.929
1797,S03,2025-02-15 21:00:00,19.13,38.41,2.394
1798,S03,2025-02-15 22:00:00,20.92,48.19,0.629
1799,S03,2025-02-15 23:00:00,24.56,45.39,
1800,S03,2025-02-16 00:00:00,22.64,42.56,1.841
1801,S03,2025-02-16 01:00:00,25.58,46.24,1.218
1802,S03,2025-02-16 02:00:00,16.29,25.38,1.101
1803,S03,2025-02-16 03:00:00,20.72,55.4,0.992
1804,S03,2025-02-16 04:00:00,19.94,40.85,1.656
1805,S03,2025-02-16 05:00:00,19.57,46.68,0.463
1806,S03,2025-02-16 06:00:00,21.34,31.25,1.108
1807,S03,2025-02-16 07:00:00,20.33,68.71,1.041
1808,S03,2025-02-16 08:00:00,20.43,51.24,0.454
1809,S03,2025-02-16 09:00:00,19.43,,0.434
1810,S03,2025-02-16 10:00:00,22.71,39.23,1.173
1811,S03,2025-02-16 11:00:00,24.84,42.0,0.956
1812,S03,2025-02-16 12:00:00,26.72,35.52,0.742
1813,S03,2025-02-16 13:00:00,20.4C,31.65,1.172
1814,S03,2025-02-16 14:00:00,18.96,32.01,1.429
1815,S03,2025-02-16 15:00:00,21.49,36.63,0.484
1816,S03,2025-02-16 16:00:00,19.92,46.81,1.026
1817,S03,2025-02-16 17:00:00,25.66,47.54,0.664
1818,S03,2025-02-16 18:00:00,20.26,57.99,1.178
1819,S03,2025-02-16 19:00:00,23.1,43.49,1.273
1820,S03,2025-02-16 20:00:00,18.99,22.54,3.183
1821,S03,2025-02-16 21:00:00,22.12,43.64,1.318
1822,S03,2025-02-16 22:00:00,23.9,56.08,0.556
1823,S03,2025-02-16 23:00:00,28.06,33.24,3.106
1824,S03,2025-02-17 00:00:00,17.94,46.9,0.823
1825,S03,2025-02-17 01:00:00,21.28,48.38,2.034
1826,S03,2025-02-17 02:00:00,14.09,34.83,1.894
1827,S03,2025-02-17 03:00:00,16.85,42.99,0.815
1828,S03,2025-02-17 04:00:00,18.18,34.86,0.259
1829,S03,2025-02-17 05:00:00,19.27,59.57,1.273
1830,S03,2025-02-17 06:00:00,22.21,51.6,1.016
1831,S03,2025-02-17 07:00:00,22.96C,45.62,0.725
1832,S03,2025-02-17 08:00:00,16.39,52.0,0.377
1833,S03,2025-02-17 09:00:00,22.95,51.87,1.961
1834,S03,2025-02-17 10:00:00,18.17,36.45,0.358
1835,S03,2025-02-17 11:00:00,27.17C,31.86,0.726
1836,S03,2025-02-17 12:00:00,22.75C,30.67,2.441
1837,S03,2025-02-17 13:00:00,22.42C,32.31,1.278
1838,S03,2025-02-17 14:00:00,21.58,53.29,2.414
1839,S03,2025-02-17 15:00:00,22.16,56.11,0.659
1840,S03,2025-02-17 16:00:00,22.42,60.37,1.182
1841,S03,2025-02-17 17:00:00,20.49C,31.67,0.271
1842,S03,2025-02-17 18:00:00,24.95,45.01,1.624
1843,S03,2025-02-17 19:00:00,23.67,57.37,1.447
1844,S03,2025-02-17 20:00:00,25.26,63.01,0.462
1845,S03,2025-02-17 21:00:00,22.98C,41.78,0.307
1846,S03,2025-02-17 22:00:00,25.35,41.35,0.295
1847,S03,2025-02-17 23:00:00,21.19,41.23,1.551
1848,S03,2025-02-18 00:00:00,30.7,49.47,2.389
1849,S03,2025-02-18 01:00:00,18.03,53.16,0.571
1850,S03,2025-02-18 02:00:00,18.97,55.0,0.755
1851,S03,2025-02-18 03:00:00,23.35,40.59,1.496
1852,S03,2025-02-18 04:00:00,24.31,59.79,1.748
1853,S03,2025-02-18 05:00:00,18.37,35.06,0.936
1854,S03,2025-02-18 06:00:00,15.92,51.49,0.076
1855,S03,2025-02-18 07:00:00,16.86,58.76,1.066
1856,S03,2025-02-18 08:00:00,18.23,56.41,0.26
1857,S03,2025-02-18 09:00:00,19.0,49.6,0.129
1858,S03,2025-02-18 10:00:00,21.01,41.39,0.572
1859,S03,2025-02-18 11:00:00,24.75,44.48,1.035
1860,S03,2025-02-18 12:00:00,25.05C,37.95,1.195
1861,S03,2025-02-18 13:00:00,20.12,38.4,0.985
1862,S03,2025-02-18 14:00:00,23.72,35.28,0.37
1863,S03,2025-02-18 15:00:00,24.9,56.36,2.042
1864,S03,2025-02-18 16:00:00,26.62C,33.45,0.112
1865,S03,2025-02-18 17:00:00,22.08,38.26,2.027
1866,S03,2025-02-18 18:00:00,20.47C,58.75,0.456
1867,S03,2025-02-18 19:00:00,25.1,49.23,0.576
1868,S03,2025-02-18 20:00:00,27.55,62.69,1.557
1869,S03,2025-02-18 21:00:00,21.58,61.04,0.087
1870,S03,2025-02-18 22:00:00,29.15,49.73,1.098
1871,S03,2025-02-18 23:00:00,28.61C,56.54,0.877
1872,S03,2025-02-19 00:00:00,19.21,34.2,1.099
1873,S03,2025-02-19 01:00:00,15.44,47.91,2.147
1874,S03,2025-02-19 02:00:00,18.51,63.1,2.05
1875,S03,2025-02-19 03:00:00,19.39,50.26,0.109
1876,S03,2025-02-19 04:00:00,22.19,48.54,0.825
1877,S03,2025-02-19 05:00:00,15.74,72.85,
1878,S03,2025-02-19 06:00:00,28.19,53.86,1.617
1879,S03,2025-02-19 07:00:00,28.07,,0.722
1880,S03,2025-02-19 08:00:00,19.03,,1.508
1881,S03,2025-02-19 09:00:00,15.76,20.49,2.144
1882,S03,2025-02-19 10:00:00,20.99,50.75,0.515
1883,S03,2025-02-19 11:00:00,22.92,49.65,0.213
1884,S03,2025-02-19 12:00:00,25.83,41.13,0.94
1885,S03,2025-02-19 13:00:00,24.08,37.92,0.577
1886,S03,2025-02-19 14:00:00,21.49,41.45,0.071
1887,S03,2025-02-19 15:00:00,16.34,73.15,1.207
1888,S03,2025-02-19 16:00:00,23.92,34.76,1.612
1889,S03,2025-02-19 17:00:00,25.07,37.7,3.317
1890,S03,2025-02-19 18:00:00,21.76C,43.9,2.89
1891,S03,2025-02-19 19:00:00,23.66,41.78,0.362
1892,S03,2025-02-19 20:00:00,23.6,63.1,0.967
1893,S03,2025-02-19 21:00:00,22.41,,3.217
1894,S03,2025-02-19 22:00:00,19.82,44.31,4.026
1895,S03,2025-02-19 23:00:00,24.46,53.38,1.304
1896,S03,2025-02-20 00:00:00,15.73,49.03,1.444
1897,S03,2025-02-20 01:00:00,24.34,44.08,1.817
1898,S03,2025-02-20 02:00:00,17.59,,0.639
1899,S03,2025-02-20 03:00:00,21.91,44.45,1.212
1900,S03,2025-02-20 04:00:00,18.39,44.47,2.384
1901,S03,2025-02-20 05:00:00,21.87,41.76,1.09
1902,S03,2025-02-20 06:00:00,20.25,45.3,1.41
1903,S03,2025-02-20 07:00:00,22.63,58.69,0.043
1904,S03,2025-02-20 08:00:00,18.81,33.36,0.418
1905,S03,2025-02-20 09:00:00,16.44,49.82,1.286
1906,S03,2025-02-20 10:00:00,20.64,53.35,1.089
1907,S03,2025-02-20 11:00:00,20.58C,44.99,1.052
1908,S03,2025-02-20 12:00:00,17.27,45.58,
1909,S03,2025-02-20 13:00:00,19.86,,
1910,S03,2025-02-20 14:00:00,17.06,41.75,0.427
1911,S03,2025-02-20 15:00:00,22.57,51.95,3.089
1912,S03,2025-02-20 16:00:00,21.25,51.38,2.04
1913,S03,2025-02-20 17:00:00,22.57,,1.956
1914,S03,2025-02-20 18:00:00,30.48,48.1,2.568
1915,S03,2025-02-20 19:00:00,23.3,54.25,0.461
1916,S03,2025-02-20 20:00:00,24.1,60.58,0.601
1917,S03,2025-02-20 21:00:00,25.01,35.25,0.775
1918,S03,2025-02-20 22:00:00,22.86,56.37,2.158
1919,S03,2025-02-20 23:00:00,21.65C,39.16,0.69
1920,S03,2025-02-21 00:00:00,22.61,,1.32
1921,S03,2025-02-21 01:00:00,23.21,47.79,3.093
1922,S03,2025-02-21 02:00:00,11.53C,47.81,0.188
1923,S03,2025-02-21 03:00:00,19.94,28.54,2.48
1924,S03,2025-02-21 04:00:00,19.56,62.25,2.407
1925,S03,2025-02-21 05:00:00,19.03,41.43,0.552
1926,S03,2025-02-21 06:00:00,24.6,52.77,1.569
1927,S03,2025-02-21 07:00:00,19.42,49.86,1.27
1928,S03,2025-02-21 08:00:00,23.76,52.01,1.031
1929,S03,2025-02-21 09:00:00,19.69,46.78,0.614
1930,S03,2025-02-21 10:00:00,20.25,49.03,1.728
1931,S03,2025-02-21 11:00:00,23.8,46.72,2.918
1932,S03,2025-02-21 12:00:00,19.55,42.48,1.502
1933,S03,2025-02-21 13:00:00,21.43,57.14,1.777
1934,S03,2025-02-21 14:00:00,18.76,47.5,1.909
1935,S03,2025-02-21 15:00:00,19.56,49.45,1.516
1936,S03,2025-02-21 16:00:00,24.53,40.27,0.932
1937,S03,2025-02-21 17:00:00,24.27,39.58,1.465
1938,S03,2025-02-21 18:00:00,19.23,47.66,2.014
1939,S03,2025-02-21 19:00:00,19.26,31.8,1.682
1940,S03,2025-02-21 20:00:00,30.6,60.22,1.944
1941,S03,2025-02-21 21:00:00,21.19,42.12,1.692
1942,S03,2025-02-21 22:00:00,20.65,42.74,0.292
1943,S03,2025-02-21 23:00:00,24.95,40.93,0.538
1944,S03,2025-02-22 00:00:00,17.64C,47.21,0.159
1945,S03,2025-02-22 01:00:00,19.02,51.06,1.407
1946,S03,2025-02-22 02:00:00,22.94,52.95,0.449
1947,S03,2025-02-22 03:00:00,23.41,39.23,1.12
1948,S03,2025-02-22 04:00:00,19.97,34.79,0.093
1949,S03,2025-02-22 05:00:00,24.73,44.51,0.886
1950,S03,2025-02-22 06:00:00,20.43,,1.616
1951,S03,2025-02-22 07:00:00,20.29,38.49,1.242
1952,S03,2025-02-22 08:00:00,21.14,58.05,0.793
1953,S03,2025-02-22 09:00:00,20.39,35.57,1.266
1954,S03,2025-02-22 10:00:00,23.04,37.04,2.544
1955,S03,2025-02-22 11:00:00,22.46,,3.698
1956,S03,2025-02-22 12:00:00,19.44,41.82,0.144
1957,S03,2025-02-22 13:00:00,22.45,43.8,3.309
1958,S03,2025-02-22 14:00:00,20.43,37.25,0.384
1959,S03,2025-02-22 15:00:00,20.48,33.34,0.627
1960,S03,2025-02-22 16:00:00,21.94,38.35,0.886
1961,S03,2025-02-22 17:00:00,25.56,28.76,3.167
1962,S03,2025-02-22 18:00:00,23.49C,52.78,1.223
1963,S03,2025-02-22 19:00:00,26.61,48.49,0.832
1964,S03,2025-02-22 20:00:00,27.65C,64.39,2.224
1965,S03,2025-02-22 21:00:00,23.01,44.76,1.652
1966,S03,2025-02-22 22:00:00,21.44,40.2,0.574
1967,S03,2025-02-22 23:00:00,21.05C,55.54,1.072
1968,S03,2025-02-23 00:00:00,20.79,40.4,0.358
1969,S03,2025-02-23 01:00:00,22.71,55.47,1.235
1970,S03,2025-02-23 02:00:00,25.01,40.68,2.923
1971,S03,2025-02-23 03:00:00,16.49C,27.65,0.838
1972,S03,2025-02-23 04:00:00,23.33,42.16,1.073
1973,S03,2025-02-23 05:00:00,23.93,42.47,0.164
1974,S03,2025-02-23 06:00:00,28.17,50.72,0.499
1975,S03,2025-02-23 07:00:00,21.58,41.07,0.359
1976,S03,2025-02-23 08:00:00,21.07,48.01,1.362
1977,S03,2025-02-23 09:00:00,16.76,47.9,0.541
1978,S03,2025-02-23 10:00:00,19.14,36.88,0.762
1979,S03,2025-02-23 11:00:00,18.31,34.49,1.286
1980,S03,2025-02-23 12:00:00,18.75,38.12,0.463
1981,S03,2025-02-23 13:00:00,19.23,,1.496
1982,S03,2025-02-23 14:00:00,17.48,46.23,0.103
1983,S03,2025-02-23 15:00:00,21.95,51.71,0.805
1984,S03,2025-02-23 16:00:00,23.54,42.24,0.62
1985,S03,2025-02-23 17:00:00,24.82C,39.03,0.774
1986,S03,2025-02-23 18:00:00,22.4,33.77,0.911
1987,S03,2025-02-23 19:00:00,26.01C,51.65,0.54
1988,S03,2025-02-23 20:00:00,26.19,55.77,0.286
1989,S03,2025-02-23 21:00:00,18.59,24.0,
1990,S03,2025-02-23 22:00:00,22.47C,65.44,
1991,S03,2025-02-23 23:00:00,19.7,60.46,1.197
1992,S03,2025-02-24 00:00:00,17.06,40.1,0.858
1993,S03,2025-02-24 01:00:00,20.7,45.22,1.043
1994,S03,2025-02-24 02:00:00,19.92,46.84,
1995,S03,2025-02-24 03:00:00,24.84,49.13,1.24
1996,S03,2025-02-24 04:00:00,26.74,41.71,0.34
1997,S03,2025-02-24 05:00:00,22.01,,1.643
1998,S03,2025-02-24 06:00:00,20.33,51.59,1.113
1999,S03,2025-02-24 07:00:00,20.62C,69.33,1.027
2000,S03,2025-02-24 08:00:00,21.17,44.63,1.62
2001,S03,2025-02-24 09:00:00,23.08,38.98,1.445
2002,S03,2025-02-24 10:00:00,19.31C,55.15,2.502
2003,S03,2025-02-24 11:00:00,23.41,45.04,0.519
2004,S03,2025-02-24 12:00:00,21.08,46.81,2.275
2005,S03,2025-02-24 13:00:00,25.14,46.2,0.539
2006,S03,2025-02-24 14:00:00,26.21,41.79,0.052
2007,S03,2025-02-24 15:00:00,27.48,40.95,4.545
2008,S03,2025-02-24 16:00:00,21.95,,0.781
